Unnamed: 0,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made,throughput,service_received,inputratio,sysratio,outratio,service_ratio,tokenpersec,avg_throughput,avg_service,avg_response,avg_serviceratio,avg_tokenpersec
82,dummy-lora-7b-rank-8-14,22,1,4.649979114532471,4.649807929992676,0.0,6115,90,0,2,3510,1,263,1,2000,1,1,5841.649025069638,81.03751087608654,0.0062678062678062675,0.0,0.0038022813688212928,0.013872369005448852,140199.57660167132,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
83,dummy-lora-7b-rank-8-14,175,10,4.898104906082153,4.648070335388184,0.0,6114,91,0,2,3510,1,263,1,2000,1,1,39.99446945374413,0.5035430776013575,0.04985754985754986,0.0,0.03802281368821293,0.1259031772339757,779.8921543480105,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
84,dummy-lora-7b-rank-8-14,167,7,4.8134377002716064,4.646410226821899,0.0,6113,92,0,2,3510,1,263,1,2000,1,1,41.909273099959464,0.6035551197641761,0.04757834757834758,0.0,0.026615969581749048,0.10081028674184567,1083.6540615846661,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
85,dummy-lora-7b-rank-8-56,536,12,7.107669591903687,5.879428863525391,0.0,40659,93,0,2,4476,1,400,1,2000,1,1,9.770071715374685,0.14634735067251,0.11974977658623771,0.0,0.03,0.1797497765862377,455.93668005081867,9.770071715374685,0.14634735067251,5.879428863525391,0.1797497765862377,455.93668005081867
86,dummy-lora-7b-rank-8-14,101,1,5.877635955810547,5.877161979675293,0.0,125890,94,0,2,1957,1,11,1,2000,1,1,2109.810865191147,492.4884841169468,0.0516096065406234,0.0,0.09090909090909091,0.23342778835880523,217310.51911468813,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
87,dummy-lora-7b-rank-8-57,192,1,5.877114772796631,5.876684904098511,0.0,53185,95,0,2,18182,1,501,1,2000,1,1,2326.291735995563,33.851988834631676,0.010559894401055989,0.0,0.001996007984031936,0.014551910369119861,451300.5967831392,588.0737021495697,8.480966368064127,6.725755095481873,0.12504392978258927,112857.40264517345
88,dummy-lora-7b-rank-8-44,448,21,7.33208155632019,5.876312732696533,0.0,53153,96,0,2,18182,1,501,1,2000,4,4,14.425367310537268,0.07451189170393122,0.024639753602463975,0.0,0.041916167664670656,0.1084720889318053,336.5919039125363,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
89,dummy-lora-7b-rank-8-14,119,1,5.874222993850708,5.873898029327393,0.0,112523,97,0,2,1957,1,11,1,2000,1,1,3077.258987527513,746.6216236287546,0.060807358201328564,0.0,0.09090909090909091,0.2426255400195104,372348.33749082906,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
90,dummy-lora-7b-rank-8-14,116,1,5.872777700424194,5.872326850891113,0.0,112522,98,0,2,1957,1,11,1,2000,1,1,2218.034902168165,534.751760219853,0.05927439959121104,0.0,0.09090909090909091,0.24109258140939285,261728.11845584348,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
91,dummy-lora-7b-rank-8-14,172,1,5.872220277786255,5.871902942657471,0.0,112521,99,0,2,1957,1,11,1,2000,1,1,3151.2426746806914,849.9147567796763,0.08788962698007154,0.0,0.09090909090909091,0.26970780879825335,548316.2253944402,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
92,dummy-lora-7b-rank-8-44,319,6,6.031787872314453,5.871239185333252,0.0,112520,100,0,2,12115,1,177,1,2000,1,1,37.37184098367959,0.5862869798197936,0.02633099463475031,0.0,0.03389830508474576,0.09412760480424184,2061.679894266324,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
93,dummy-lora-7b-rank-8-58,566,5,6.00571084022522,5.87023138999939,0.0,53078,101,0,2,12115,1,177,1,2000,1,1,36.90596612006856,0.7618581152175843,0.04671894345852249,0.0,0.02824858757062147,0.10321611859976543,4251.567297031898,36.90596612006856,0.7618581152175843,5.87023138999939,0.10321611859976543,4251.567297031898
94,dummy-lora-7b-rank-8-59,342,17,7.21804928779602,5.868878126144409,0.0,53101,102,0,2,12115,1,177,1,2000,1,1,12.600328618934581,0.16330015741862125,0.0282294676021461,0.0,0.096045197740113,0.22031986308237209,278.6896212187884,12.600328618934581,0.16330015741862125,5.868878126144409,0.22031986308237209,278.6896212187884
95,dummy-lora-7b-rank-8-60,1116,7,6.0556182861328125,5.8676438331604,0.0,112519,103,0,2,12115,1,177,1,2000,1,1,37.239102916965784,0.9108325762385862,0.09211721007016095,0.0,0.03954802259887006,0.17121325526790107,6011.455185167334,37.239102916965784,0.9108325762385862,5.8676438331604,0.17121325526790107,6011.455185167334
96,dummy-lora-7b-rank-8-61,422,9,6.185849666595459,5.866477727890015,0.0,112518,104,0,2,12115,1,177,1,2000,1,1,28.18030925472344,0.42748829983063297,0.03483285183656624,0.0,0.05084745762711865,0.13652776709080353,1377.7040080087015,28.18030925472344,0.42748829983063297,5.866477727890015,0.13652776709080353,1377.7040080087015
97,dummy-lora-7b-rank-8-62,618,6,6.025155782699585,5.865564584732056,0.0,112517,105,0,2,12115,1,177,1,2000,1,1,37.596058406809945,0.7444505392118175,0.05101114321089558,0.0,0.03389830508474576,0.1188077533803871,3947.586132715044,37.596058406809945,0.7444505392118175,5.865564584732056,0.1188077533803871,3947.586132715044
98,dummy-lora-7b-rank-8-63,749,6,6.024207353591919,5.864603757858276,0.0,112516,106,0,2,12115,1,177,1,2000,1,1,37.59313800181051,0.8121420727924586,0.06182418489475856,0.0,0.03389830508474576,0.1296207950642501,4768.063003229632,37.59313800181051,0.8121420727924586,5.864603757858276,0.1296207950642501,4768.063003229632
99,dummy-lora-7b-rank-8-64,393,5,5.997969388961792,5.863528251647949,0.0,112515,107,0,2,12115,1,177,1,2000,1,1,37.19099748708518,0.6615259433964528,0.03243912505158894,0.0,0.02824858757062147,0.08893630019283189,2997.5943974590655,37.19099748708518,0.6615259433964528,5.863528251647949,0.08893630019283189,2997.5943974590655
100,dummy-lora-7b-rank-8-65,1014,6,6.0235137939453125,5.862930536270142,0.0,112514,108,0,2,12115,1,177,1,2000,1,1,37.36379549689326,0.9434016194092357,0.08369789517127528,0.0,0.03389830508474576,0.1514945053407668,6389.209029968747,37.36379549689326,0.9434016194092357,5.862930536270142,0.1514945053407668,6389.209029968747
101,dummy-lora-7b-rank-8-66,409,15,7.166167259216309,5.861834764480591,0.0,112513,109,0,2,12115,1,177,1,2000,1,1,11.50013517300225,0.15582784921982973,0.03375980189847297,0.0,0.0847457627118644,0.20325132732220177,336.5706227298659,11.50013517300225,0.15582784921982973,5.861834764480591,0.20325132732220177,336.5706227298659
102,dummy-lora-7b-rank-8-67,1071,4,5.962393522262573,5.860860586166382,0.0,53186,110,0,2,18182,1,501,1,2000,1,1,39.39608321983751,0.7374205623012066,0.05890441095589044,0.0,0.007984031936127744,0.07487247482814594,10627.093448551166,39.39608321983751,0.7374205623012066,5.860860586166382,0.07487247482814594,10627.093448551166
103,dummy-lora-7b-rank-8-68,548,5,5.995269536972046,5.859806537628174,0.0,112512,111,0,2,12115,1,177,1,2000,1,1,36.91044805015374,0.7509826125197401,0.04523318200577796,0.0,0.02824858757062147,0.10173035714702089,4119.206002397157,36.91044805015374,0.7509826125197401,5.859806537628174,0.10173035714702089,4119.206002397157
104,dummy-lora-7b-rank-8-69,393,5,5.994208574295044,5.85877251625061,0.0,112510,112,0,2,12115,1,177,1,2000,1,1,36.91779037425624,0.6566663374361785,0.03243912505158894,0.0,0.02824858757062147,0.08893630019283189,2975.573904165053,36.91779037425624,0.6566663374361785,5.85877251625061,0.08893630019283189,2975.573904165053
105,dummy-lora-7b-rank-8-70,447,6,6.016939163208008,5.8573503494262695,0.0,112509,113,0,2,12115,1,177,1,2000,1,1,37.596620075175835,0.6560172802744028,0.036896409409822535,0.0,0.03389830508474576,0.10469301957931407,2876.1414357509516,37.596620075175835,0.6560172802744028,5.8573503494262695,0.10469301957931407,2876.1414357509516
106,dummy-lora-7b-rank-8-71,713,6,6.017422437667847,5.856818675994873,0.0,112508,114,0,2,12115,1,177,1,2000,1,1,37.35902532729829,0.7885822277105079,0.0588526619892695,0.0,0.03389830508474576,0.12664927215876104,4514.2155603818765,37.35902532729829,0.7885822277105079,5.856818675994873,0.12664927215876104,4514.2155603818765
107,dummy-lora-7b-rank-8-72,413,9,6.1746907234191895,5.855669260025024,0.0,53513,115,0,2,12115,1,177,1,2000,1,1,28.21126799509444,0.4256293132122683,0.034089971110193976,0.0,0.05084745762711865,0.13578488636443126,1351.0062784317447,28.21126799509444,0.4256293132122683,5.855669260025024,0.13578488636443126,1351.0062784317447
108,dummy-lora-7b-rank-8-73,355,6,6.013582706451416,5.853999614715576,0.0,53512,116,0,2,12115,1,177,1,2000,1,1,37.59796814772761,0.6084549851337663,0.029302517540239374,0.0,0.03389830508474576,0.09709912770973089,2299.7423850360055,37.59796814772761,0.6084549851337663,5.853999614715576,0.09709912770973089,2299.7423850360055
109,dummy-lora-7b-rank-8-74,460,8,6.172773838043213,5.853631496429443,0.0,53511,117,0,2,12115,1,177,1,2000,1,1,25.067184628486903,0.4022184550154536,0.037969459347915804,0.0,0.04519774011299435,0.1283649395739045,1491.4974853949707,25.067184628486903,0.4022184550154536,5.853631496429443,0.1283649395739045,1491.4974853949707
110,dummy-lora-7b-rank-8-75,625,5,5.986613035202026,5.852185726165772,0.0,53510,118,0,2,12115,1,177,1,2000,1,1,37.19482325314969,0.8040487847859865,0.051588939331407346,0.0,0.02824858757062147,0.10808611447265029,4723.742553150011,37.19482325314969,0.8040487847859865,5.852185726165772,0.10808611447265029,4723.742553150011
111,dummy-lora-7b-rank-8-30,166,9,6.170694828033447,5.851641178131104,0.0,53509,119,0,2,12115,1,177,1,2000,1,1,28.208422009134683,0.3616850569676298,0.013702022286421792,0.0,0.05084745762711865,0.11539693754065909,576.705516631198,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
112,dummy-lora-7b-rank-8-76,361,6,6.009488821029663,5.849878787994385,0.0,53508,120,0,2,12115,1,177,1,2000,1,1,37.59162181661745,0.611455180300234,0.029797771357820885,0.0,0.03389830508474576,0.09759438152731241,2336.945822933051,37.59162181661745,0.611455180300234,5.849878787994385,0.09759438152731241,2336.945822933051
113,dummy-lora-7b-rank-8-77,207,5,5.9834959506988525,5.849151372909546,0.0,53507,121,0,2,12115,1,177,1,2000,1,1,37.217728339148366,0.5477216353547694,0.017086256706562112,0.0,0.02824858757062147,0.07358343184780505,1615.2494099190392,1625.4291086769763,35.4979695804843,142.7162895679474,0.04672895373115256,747623.6557342982
114,dummy-lora-7b-rank-8-78,556,6,6.0075554847717285,5.847928285598755,0.0,53506,122,0,2,12115,1,177,1,2000,1,1,37.5875792539487,0.712222799045141,0.04589352042921997,0.0,0.03389830508474576,0.1136901305987115,3558.2908360404763,1232.8531237096613,23.405908301658492,127.93803477287292,0.09374733507349303,475701.63531149505
115,dummy-lora-7b-rank-8-79,1330,6,6.0081400871276855,5.847522497177124,0.0,53505,123,0,2,12115,1,177,1,2000,1,1,37.355808923834644,1.1055941825635986,0.10978126289723483,0.0,0.03389830508474576,0.17757787306672634,8355.249262631016,551.686159247089,19.870381585979025,136.4925592626844,0.08007721340014891,443710.73228264216
116,dummy-lora-7b-rank-8-80,176,6,6.00568699836731,5.846417427062988,0.0,53504,124,0,2,12115,1,177,1,2000,1,1,37.67197934209049,0.5168850195993604,0.01452744531572431,0.0,0.03389830508474576,0.08232405548521583,1180.3886860521686,37.67197934209049,0.5168850195993604,5.846417427062988,0.08232405548521583,1180.3886860521686
117,dummy-lora-7b-rank-8-81,469,7,6.0330970287323,5.845517635345459,0.0,112511,125,0,2,12115,1,177,1,2000,1,1,37.317531918679656,0.6280454539538604,0.038712340074288074,0.0,0.03954802259887006,0.1178083852720282,2574.909702388896,37.317531918679656,0.6280454539538604,5.845517635345459,0.1178083852720282,2574.909702388896
118,dummy-lora-7b-rank-8-14,19,1,7.048670530319214,7.047252655029297,0.0,6112,126,0,2,3510,1,263,1,2000,1,1,705.2806457037161,9.181109398916249,0.005413105413105413,0.0,0.0038022813688212928,0.013017668150747999,14810.89355977804,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
119,dummy-lora-7b-rank-8-26,41,1,7.047731399536133,7.046336889266968,0.0,160999,127,0,2,24866,1,590,1,2000,7,2,717.0976235253889,3.613217048549296,0.00164883777044961,0.0,0.001694915254237288,0.005038668278924186,30835.197811591726,332.226815150148,1.9539361036006528,27.736594319343567,0.05188800682951428,19845.32592273121
120,dummy-lora-7b-rank-8-30,447,2,7.070597171783447,7.045502662658691,0.0,161001,128,0,2,24866,1,590,1,2000,5,2,79.69870978775154,0.9865111984185277,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,17972.059057137973,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
121,dummy-lora-7b-rank-8-82,553,9,7.2439866065979,7.044111013412476,0.0,237803,129,0,2,9357,1,345,1,2000,1,1,45.028008955804275,0.5567165565515947,0.05910013893341883,0.0,0.02608695652173913,0.11127405197689709,2856.777012640471,45.028008955804275,0.5567165565515947,7.044111013412476,0.11127405197689709,2856.777012640471
122,dummy-lora-7b-rank-8-83,264,5,7.144561767578125,7.043410301208496,0.0,237802,130,0,2,9357,1,345,1,2000,1,1,49.43082072314147,0.565485410227053,0.028214171208720745,0.0,0.014492753623188406,0.05719967845509756,2708.8089756281524,2333.3738296356855,120.22090716505393,162.33800842914175,0.0605443425783919,1003003.4634003557
123,dummy-lora-7b-rank-8-84,947,2,7.066156387329102,7.042004823684692,0.0,237800,131,0,2,9357,1,345,1,2000,2,2,82.81037325146349,4.670581854847517,0.10120765202522176,0.0,0.005797101449275362,0.11280185492377248,39376.33248107089,82.81037325146349,4.670581854847517,7.042004823684692,0.11280185492377248,39376.33248107089
124,dummy-lora-7b-rank-8-85,1063,3,7.089910268783569,7.041259527206421,0.0,231804,132,0,2,9357,1,345,1,2000,1,1,61.6640138001333,2.6925816125424165,0.11360478785935663,0.0,0.008695652173913044,0.13099609220718272,21972.943584114164,439.51039416578317,26.21513452729467,79.7916174851931,0.09582224386592751,234072.21410550404
125,dummy-lora-7b-rank-8-14,45,1,7.041388750076294,7.0399329662323,0.0,231803,133,0,2,9357,1,345,1,2000,2,1,686.915165411071,7.285652483224886,0.0048092337287592175,0.0,0.002898550724637681,0.01060633517803458,32285.01277432034,1000.2782800128022,194.7509917670654,131.2421481259664,0.15361701296388244,124697.4397278188
126,dummy-lora-7b-rank-8-57,179,65,14.64313268661499,7.038957118988037,0.0,4471,134,0,2,2558,1,1245,1,2000,14,14,8.547935199802948,0.022934006889624093,0.06997654417513682,0.0,0.05220883534136546,0.17439421485786774,40.6355688729094,588.0737021495697,8.480966368064127,6.725755095481873,0.12504392978258927,112857.40264517345
127,dummy-lora-7b-rank-8-57,169,56,13.367787837982178,6.994609832763672,0.0,4471,135,0,2,2558,1,1245,1,2000,14,13,8.78682502734835,0.02448183296637024,0.06606724003127443,0.0,0.04497991967871486,0.15602707938870414,44.09103272651583,588.0737021495697,8.480966368064127,6.725755095481873,0.12504392978258927,112857.40264517345
128,dummy-lora-7b-rank-8-57,171,55,13.337717533111572,6.992768526077271,0.0,4471,136,0,2,2558,1,1245,1,2000,14,12,8.668312375564325,0.024460797768839554,0.06684910086004692,0.0,0.04417670682730924,0.15520251451466538,44.28719595515591,588.0737021495697,8.480966368064127,6.725755095481873,0.12504392978258927,112857.40264517345
129,dummy-lora-7b-rank-8-86,447,2,7.016031265258789,6.991278171539307,0.0,231739,137,0,2,24866,1,590,1,2000,5,5,80.79798116006242,1.0001179873085062,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,18219.944751594074,72.54528733673381,0.8040145268984651,9.981397688388824,0.025566187306334837,14022.762868614693
130,dummy-lora-7b-rank-8-87,816,23,9.523678541183472,6.990516901016235,0.0,231759,138,0,2,24866,1,590,1,2000,2,2,9.079562723238446,0.04373269874522752,0.03281589318748492,0.0,0.03898305084745763,0.11078199488240018,340.28622032311046,9.079562723238446,0.04373269874522752,6.990516901016235,0.11078199488240018,340.28622032311046
131,dummy-lora-7b-rank-8-88,364,2,7.014632701873779,6.98951268196106,0.0,231785,139,0,2,24866,1,590,1,2000,2,2,79.61777128159376,0.8526316160787079,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,14649.669915813252,65.56727863386908,0.6828456931437836,8.175590594609579,0.03170603474169572,11584.009629049579
132,dummy-lora-7b-rank-8-89,448,2,7.01334547996521,6.988316059112549,0.0,231786,140,0,2,24866,1,590,1,2000,1,1,79.90596393633133,0.9906833231072569,0.01801656880881525,0.0,0.003389830508474576,0.024796229825764404,18058.74784961088,58.44780709330126,0.6451644589379553,8.778745293617249,0.04075089939703932,11232.900232571596
133,dummy-lora-7b-rank-8-88,409,2,7.012342929840088,6.987300634384155,0.0,231785,141,0,2,24866,1,590,1,2000,2,1,79.86488313419336,0.9275436913098822,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,16492.09836721093,65.56727863386908,0.6828456931437836,8.175590594609579,0.03170603474169572,11584.009629049579
134,dummy-lora-7b-rank-8-90,751,28,9.653805017471312,6.986233234405518,0.0,53542,142,0,2,14512,1,371,1,2000,1,1,10.496437313420703,0.0759843364467669,0.05175027563395811,0.0,0.07547169811320754,0.20269367186037318,302.52231828323244,34.74927117583323,0.7403308085192171,129.99975458213262,0.13312767759384997,4978.6930018194325
135,dummy-lora-7b-rank-8-91,448,3,7.033437490463257,6.984766721725464,0.0,231783,143,0,2,24866,1,590,1,2000,3,3,61.63864014891741,0.5791168100526104,0.01801656880881525,0.0,0.005084745762711864,0.02818606033423898,9327.980875869502,57.731259092047964,0.5211060823234902,8.188539683818817,0.035466745825420865,8207.030467738768
136,dummy-lora-7b-rank-8-92,582,9,7.183495044708252,6.983681201934815,0.0,231740,144,0,2,24866,1,590,1,2000,4,4,45.04192439862563,0.2698207844724341,0.023405453229309096,0.0,0.015254237288135594,0.05391392780558028,3002.7949599083754,45.04192439862563,0.2698207844724341,6.983681201934815,0.05391392780558028,3002.7949599083754
137,dummy-lora-7b-rank-8-93,668,1,6.98399829864502,6.982592582702637,0.0,231784,145,0,2,24866,1,590,1,2000,1,1,711.3812754405275,21.522002125755336,0.026863990991715596,0.0,0.001694915254237288,0.03025382150019017,476625.4545451534,711.3812754405275,21.522002125755336,6.982592582702637,0.03025382150019017,476625.4545451534
138,dummy-lora-7b-rank-8-94,645,29,9.676585912704468,6.981868743896484,0.0,231676,146,0,2,24866,1,590,1,2000,3,3,10.761797317982815,0.04610655225786506,0.025939033218048742,0.0,0.04915254237288136,0.12424411796381146,260.88081084627305,10.761797317982815,0.04610655225786506,6.981868743896484,0.12424411796381146,260.88081084627305
