Unnamed: 0,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made,throughput,service_received,inputratio,sysratio,outratio,service_ratio,tokenpersec,avg_throughput,avg_service,avg_response,avg_serviceratio,avg_tokenpersec
4672,dummy-lora-7b-rank-8-987,230,1,176.87804985046387,176.87776970863342,42.0,161781,5990,0,2,24866,1,590,1,2000,3,1,3569.620425531915,45.11788983849938,0.009249577736668544,0.0,0.001694915254237288,0.01263940824514312,828151.9387234043,2116.0569462582507,48.76070444888483,186.2963054974874,0.12433236497911292,1038350.1228349013
4673,dummy-lora-7b-rank-8-988,63,1,176.87682342529297,176.87653183937073,42.0,161780,5991,0,2,24866,1,590,1,2000,4,1,3429.520850367948,20.314459805484542,0.0025335799887396446,0.0,0.001694915254237288,0.005923410497214221,222918.8552739166,643.0712263436458,15.199130853486537,186.39061885409885,0.057838702454120004,323841.57074727776
4674,dummy-lora-7b-rank-8-968,364,3,176.93235278129578,176.87567234039307,42.0,161782,5992,0,2,24866,1,590,1,2000,3,3,52.928310934443815,0.43768102871973286,0.01463846215716239,0.0,0.005084745762711864,0.02480795368258612,6527.8250152480705,937.0457810893442,19.282561114600107,190.03629619734627,0.04513593344588496,402369.23795793473
4675,dummy-lora-7b-rank-8-30,449,3,176.9308226108551,176.87393832206726,42.0,161779,5993,0,2,24866,1,590,1,2000,4,1,52.73863950710424,0.4962051295901718,0.018056784364192068,0.0,0.005084745762711864,0.028226275889615796,7998.693658577476,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
4676,dummy-lora-7b-rank-8-987,824,1,176.87319207191467,176.87283086776733,42.0,161781,5994,0,2,24866,1,590,1,2000,3,2,2768.517491749175,101.12687910171053,0.03313761763049948,0.0,0.001694915254237288,0.03652744813897406,2286795.4481848185,2116.0569462582507,48.76070444888483,186.2963054974874,0.12433236497911292,1038350.1228349013
4677,dummy-lora-7b-rank-8-986,84,1,176.8725049495697,176.87219047546387,42.0,161778,5995,0,2,24866,1,590,1,2000,3,1,3179.912054586808,21.52144496017524,0.0033781066516528594,0.0,0.001694915254237288,0.0067679371601274355,273472.4366944655,1681.5915165977517,31.879696090787807,177.6065817475319,0.045060196548447104,651421.5857337686
4678,dummy-lora-7b-rank-8-970,143,4,177.58902430534363,177.50553846359253,42.0,161754,5996,0,2,24866,1,590,1,2000,3,3,47.91231562263504,0.23129845789126774,0.005750824418885225,0.0,0.006779661016949152,0.01931014645278353,1808.689914754473,674.6253422846651,11.950843465557005,174.8345457315445,0.035024927025994086,238626.3404133047
4679,dummy-lora-7b-rank-8-956,447,2,177.5335328578949,177.50404977798462,42.0,161774,5997,0,2,24866,1,590,1,2000,5,5,67.83551806956113,0.8396685266845951,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,15296.909324686038,1366.005612914211,33.30047923340864,183.93535568714142,0.05349723785493308,714408.6956194645
4680,dummy-lora-7b-rank-8-209,69,1,177.5034499168396,177.50335693359375,42.0,161776,5998,0,2,24866,1,590,1,2000,4,1,10754.625641025641,66.2990818738023,0.002774873321000563,0.0,0.001694915254237288,0.006164703829475139,763578.4205128205,1473.9226131434186,17.517607023771145,138.5346566547047,0.04146774991027131,322322.34186574863
4681,dummy-lora-7b-rank-8-848,734,20,178.52972102165222,177.50203108787537,42.0,161660,5999,0,2,24866,1,590,1,2000,4,4,19.461122798486652,0.09469279071211317,0.0295182176465857,0.0,0.03389830508474576,0.09731482781607723,753.1454523014335,740.6182851355773,17.185779967204315,157.10587659478188,0.045877432273047525,364995.64481008454
4682,dummy-lora-7b-rank-8-939,533,5,177.6119406223297,177.50112509727478,42.0,161745,6001,0,2,24866,1,590,1,2000,15,3,45.120031669944105,0.34637785219346034,0.021434891015844927,0.0,0.00847457627118644,0.03838404355821781,4900.03543935593,546.5286078225513,2.8744756055331147,211.02602892655594,0.04184838033030446,26502.037581761848
4683,dummy-lora-7b-rank-8-988,652,5,177.6108078956604,177.50006103515625,42.0,161780,6002,0,2,24866,1,590,1,2000,4,2,45.14800669959053,0.38980513263797234,0.02622054210568648,0.0,0.00847457627118644,0.043169694648059365,5977.596087025787,643.0712263436458,15.199130853486537,186.39061885409885,0.057838702454120004,323841.57074727776
4684,dummy-lora-7b-rank-8-751,1613,1,177.4991102218628,177.49891829490662,42.0,161568,6003,0,2,24866,1,590,1,2000,4,3,5210.315527950311,355.64322329179294,0.06486769082281026,0.0,0.001694915254237288,0.06825752133128483,8414659.577639751,881.2912563396018,35.07018111893422,137.24709978970614,0.050206281260676826,795657.1720301855
4685,dummy-lora-7b-rank-8-810,574,32,180.2314133644104,177.49658250808716,42.0,161623,6005,0,2,24866,1,590,1,2000,4,4,11.70090644765556,0.04810473187155363,0.023083728786294538,0.0,0.05423728813559322,0.13155830505748098,233.2868223001327,1333.139232794696,11.402427160134426,154.3102699279785,0.06522893911188628,171279.68300622358
4686,dummy-lora-7b-rank-8-877,647,39,180.420526266098,177.49574160575867,42.0,161687,6006,0,2,24866,1,590,1,2000,3,3,13.334315010895642,0.05409726613546797,0.02601946432880238,0.0,0.06610169491525424,0.15822285415931087,247.881496997419,1951.1855112054523,39.93166268827572,165.9976732134819,0.07960252793137004,829552.0357980907
4687,dummy-lora-7b-rank-8-936,370,5,177.52159547805786,177.41042971611023,43.0,54076,6007,0,2,12115,1,177,1,2000,1,1,44.97787729242938,0.7829553425490666,0.03054065208419315,0.0,0.02824858757062147,0.08703782722543608,3418.318674224633,2604.9370892514744,37.7612791727179,169.6558405160904,0.04501911160693758,721520.3835162303
4688,dummy-lora-7b-rank-8-730,413,6,177.54841423034668,177.40950417518616,43.0,54077,6008,0,2,12115,1,177,1,2000,1,1,43.19341744603359,0.7334716062271146,0.034089971110193976,0.0,0.03389830508474576,0.1018865812796855,3059.533735760713,1134.6556273336469,20.94500179300181,136.3829255104065,0.05977547997536949,424539.74242718314
4689,dummy-lora-7b-rank-8-740,1100,5,177.5204999446869,177.40890455245972,43.0,54078,6009,0,2,12115,1,177,1,2000,1,1,44.80471729353829,1.3198905924778377,0.09079653322327692,0.0,0.02824858757062147,0.14729370836451985,9946.6472391655,1060.317453251168,11.939528449021225,142.70428142547607,0.07332213420262598,205795.833011695
4690,dummy-lora-7b-rank-8-848,356,6,177.54691624641418,177.4080331325531,43.0,54079,6010,0,2,12115,1,177,1,2000,1,1,43.20179633934059,0.6997371193006648,0.029385059843169626,0.0,0.03389830508474576,0.09718167001266115,2649.710175479556,740.6182851355773,17.185779967204315,157.10587659478188,0.045877432273047525,364995.64481008454
4691,dummy-lora-7b-rank-8-910,559,12,178.3231601715088,177.40782952308655,43.0,54080,6011,0,2,12115,1,177,1,2000,1,1,13.110016605130008,0.19854504816401589,0.04614114733801073,0.0,0.06779661016949153,0.18173436767699377,636.9283067325663,29.09959971280598,0.35709386014505246,168.78576147556305,0.11945733783280793,5539.791523978093
4692,dummy-lora-7b-rank-8-877,473,7,177.57355117797852,177.40752029418945,43.0,54075,6012,0,2,12115,1,177,1,2000,1,1,42.1608308059921,0.7115456581791184,0.03904250928600908,0.0,0.03954802259887006,0.1181385544837492,2933.1892289311645,1951.1855112054523,39.93166268827572,165.9976732134819,0.07960252793137004,829552.0357980907
4693,dummy-lora-7b-rank-8-986,419,6,177.54558324813843,177.40670704841614,43.0,54081,6013,0,2,12115,1,177,1,2000,1,1,43.2039471990029,0.737216566279891,0.034585224927775486,0.0,0.03389830508474576,0.102381835097267,3103.4835404617083,1681.5915165977517,31.879696090787807,177.6065817475319,0.045060196548447104,651421.5857337686
4694,dummy-lora-7b-rank-8-44,377,4,177.48085021972656,177.39743161201477,43.0,54074,6024,0,2,12115,1,177,1,2000,1,1,47.95093216875355,0.914858092349955,0.031118448204704913,0.0,0.022598870056497175,0.07631618831769926,4615.27722124253,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
4695,dummy-lora-7b-rank-8-864,420,15,178.3937599658966,177.39604377746582,43.0,40764,6025,0,2,12115,1,177,1,2000,1,1,15.03433558955487,0.20462662129952755,0.034667767230705734,0.0,0.0847457627118644,0.20415929265443455,451.0300676866461,549.8749426487577,3.809995556149117,165.443212946256,0.07436701696121027,30093.55303154202
4696,dummy-lora-7b-rank-8-806,401,5,177.50504279136658,177.39331102371216,43.0,54072,6027,0,2,12115,1,177,1,2000,1,1,44.75003040733019,0.8018904604945664,0.033099463475030955,0.0,0.02824858757062147,0.0895966386162739,3678.452499482542,1810.9808339526003,35.328472673615856,201.8341087784086,0.04861323912551812,714231.0733012926
4697,dummy-lora-7b-rank-8-925,214,6,177.53139662742615,177.3924753665924,43.0,40775,6028,0,2,18182,1,501,1,2000,3,2,43.18993337658192,0.25713830910527063,0.011769882301176988,0.0,0.011976047904191617,0.03572197810956022,1626.8208238512523,308.46722722579085,2.0831927944850657,193.92784993989127,0.12678676886724582,15808.9118186315
4698,dummy-lora-7b-rank-8-409,1384,1,177.3916792869568,177.39141488075256,43.0,40770,6029,0,2,18182,1,501,1,2000,3,2,3782.059513074842,302.985533228707,0.07611923880761193,0.0,0.001996007984031936,0.0801112547756758,5241934.485121732,790.6211624843245,60.98706353510071,117.61651715636253,0.08588288209364801,1051093.3727127127
4699,dummy-lora-7b-rank-8-852,1295,8,177.58339166641235,177.3902337551117,43.0,40778,6030,0,2,18182,1,501,1,2000,3,1,41.41689018135857,0.5340729499868089,0.07122428775712243,0.0,0.015968063872255488,0.1031604155016334,6787.192878470135,546.1098007205771,47.56897395146562,181.0898997783661,0.13244058414092655,825117.7899897505
4700,dummy-lora-7b-rank-8-989,1036,1,178.2756645679474,178.27527260780334,43.0,40777,6031,0,2,18182,1,501,1,2000,2,1,2551.279805352798,155.55521932627366,0.05697943020569794,0.0,0.001996007984031936,0.060971446173761816,2648228.437956204,1298.1404230369822,78.01642905556425,180.1522275209427,0.05702059745869607,1326868.2826702374
4701,dummy-lora-7b-rank-8-44,51,1,178.27508974075317,178.27485013008118,43.0,40776,6032,0,2,18182,1,501,1,2000,2,1,4173.436815920398,28.36679961578454,0.0028049719502804974,0.0,0.001996007984031936,0.006796987918344369,221192.1512437811,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
4702,dummy-lora-7b-rank-8-913,748,8,178.46726846694946,178.27317810058594,43.0,40768,6033,0,2,18182,1,501,1,2000,2,2,41.21791385058361,0.37650357262841333,0.04113958860411396,0.0,0.015968063872255488,0.07307571634862493,3936.3107727307347,133.34382345160046,0.8625765037115546,222.84620606899261,0.1357017569105043,6167.615805790987
4703,dummy-lora-7b-rank-8-806,578,6,178.41098880767822,178.27258253097534,43.0,125954,6034,0,2,23936,1,634,1,2000,3,3,43.350635122425146,0.3112226778569455,0.024147727272727272,0.0,0.00946372239747634,0.043075172067679954,4262.812453705139,1810.9808339526003,35.328472673615856,201.8341087784086,0.04861323912551812,714231.0733012926
4704,dummy-lora-7b-rank-8-773,703,1,178.27164387702942,178.27140498161316,43.0,125955,6035,0,2,23936,1,634,1,2000,4,3,4185.932135728543,136.14560410042446,0.029369986631016042,0.0,0.0015772870662460567,0.032524560763508154,2951082.155688623,1308.3930795294168,24.98231748432872,167.86204156279564,0.05328212647852671,503565.1393430283
4705,dummy-lora-7b-rank-8-925,91,3,178.32658290863037,178.2703342437744,43.0,40775,6036,0,2,18182,1,501,1,2000,3,3,53.33459927773351,0.30189157197201877,0.005004949950500495,0.0,0.005988023952095809,0.016980997854692113,1724.4853766467168,308.46722722579085,2.0831927944850657,193.92784993989127,0.12678676886724582,15808.9118186315
4706,dummy-lora-7b-rank-8-951,1674,1,178.2695233821869,178.26925992965698,43.0,40766,6037,0,2,18182,1,501,1,2000,3,2,3795.750226244344,364.62392413198,0.09206907930920691,0.0,0.001996007984031936,0.09606109527727077,6361677.37918552,975.6477570285218,91.75876491605355,184.55834478139877,0.10922123929549231,1597444.0978857218
4707,dummy-lora-7b-rank-8-205,174,10,178.5153467655182,178.26744723320007,43.0,29257,6038,0,2,4476,1,400,1,2000,1,1,40.338922411388715,0.3585081174095271,0.0388739946380697,0.0,0.025,0.0888739946380697,782.5750947809411,37.107421245545865,0.3311750815300739,128.01937037706375,0.0894989946380697,726.0904199443863
4708,dummy-lora-7b-rank-8-990,553,22,180.14669919013977,178.26614475250244,43.0,29256,6039,0,2,4476,1,400,1,2000,1,1,11.698677560028587,0.12419093320082342,0.12354781054512957,0.0,0.055,0.23354781054512957,317.459568333503,11.698677560028587,0.12419093320082342,178.26614475250244,0.23354781054512957,317.459568333503
4709,dummy-lora-7b-rank-8-991,191,12,179.33310055732727,178.26526427268982,43.0,29255,6040,0,2,4476,1,400,1,2000,1,1,11.237677697077139,0.09614959715647843,0.04267202859696157,0.0,0.03,0.10267202859696156,201.3417254059654,13.988283609850086,0.11968378790107806,196.4554250240326,0.10267202859696156,250.6234146764807
4710,dummy-lora-7b-rank-8-992,168,16,179.44066953659058,178.26492071151733,43.0,29254,6041,0,2,4476,1,400,1,2000,1,1,13.608348704072313,0.09996481353661699,0.03753351206434316,0.0,0.04,0.11753351206434316,170.10435880090392,13.608348704072313,0.09996481353661699,178.26492071151733,0.11753351206434316,170.10435880090392
4711,dummy-lora-7b-rank-8-265,157,19,179.52130889892578,178.26355862617493,43.0,29253,6042,0,2,4476,1,400,1,2000,1,1,15.106337411833483,0.10341954479937081,0.035075960679177835,0.0,0.0475,0.13007596067917784,155.0387260688173,13.941844568761818,0.09683485426433233,101.52969777584076,0.12507596067917784,149.2980153757857
4712,dummy-lora-7b-rank-8-924,790,3,178.3185257911682,178.2623827457428,43.0,40769,6043,0,2,18182,1,501,1,2000,5,3,53.43493530263588,0.9872213555313533,0.04344956550434496,0.0,0.005988023952095809,0.05542561340853658,14178.069500299387,861.351390064668,5.852947659689888,191.34733405709267,0.05640567291205385,45384.63601094216
4713,dummy-lora-7b-rank-8-924,64,6,178.39558386802673,178.25623989105225,43.0,40769,6048,0,2,18182,1,501,1,2000,5,4,43.058911696617855,0.197152838645944,0.0035199648003519965,0.0,0.011976047904191617,0.027472060608735232,545.4128814904927,861.351390064668,5.852947659689888,191.34733405709267,0.05640567291205385,45384.63601094216
4714,dummy-lora-7b-rank-8-809,160,8,178.4494001865387,178.25594902038574,43.0,54068,6049,0,2,12115,1,177,1,2000,1,1,41.354105840203204,0.5355472947261265,0.013206768468840282,0.0,0.04519774011299435,0.10360224869482898,909.7903284844705,590.7590048748659,21.822222799163146,147.79272594451905,0.0480076557771139,493116.5288300288
4715,dummy-lora-7b-rank-8-970,345,5,178.36614894866943,178.2549545764923,43.0,54069,6050,0,2,12115,1,177,1,2000,1,1,44.96630451796056,0.7641957770742424,0.028477094510936857,0.0,0.02824858757062147,0.0849742696521798,3192.6076207752,674.6253422846651,11.950843465557005,174.8345457315445,0.035024927025994086,238626.3404133047
4716,dummy-lora-7b-rank-8-630,443,5,178.36147570610046,178.2500400543213,43.0,54071,6054,0,2,12115,1,177,1,2000,1,1,44.868943826955785,0.8351314310411405,0.03656624019810153,0.0,0.02824858757062147,0.09306341533934447,4065.1263107221944,1038.5338661299133,22.733444457590796,129.81543018817902,0.050486484759614494,477240.2233053862
4717,dummy-lora-7b-rank-8-810,711,7,178.41328477859497,178.2464156150818,43.0,54073,6055,0,2,12115,1,177,1,2000,1,1,41.94903271895985,0.8256985273990629,0.058687577383409,0.0,0.03954802259887006,0.13778362258114912,4344.72124589227,1333.139232794696,11.402427160134426,154.3102699279785,0.06522893911188628,171279.68300622358
4718,dummy-lora-7b-rank-8-993,45,1,178.24574971199036,178.2453920841217,43.0,149833,6056,0,2,45254,1,733,1,2000,3,1,2796.2026666666666,10.409983458372592,0.0009943872364873824,0.0,0.001364256480218281,0.0037229001969239445,131421.52533333332,1424.087380939977,5.405478784895423,180.89832031726837,0.013434221306916346,71626.91950511254
4719,dummy-lora-7b-rank-8-115,140,1,178.2439568042755,178.243723154068,43.0,43233,6058,0,2,24866,1,590,1,2000,1,1,4279.902040816327,38.604751765415585,0.005630177752754766,0.0,0.001694915254237288,0.009020008261229341,607746.0897959183,762.0123345757476,11.88115574895259,157.3245409741814,0.023044783904460697,232729.66144952003
4720,dummy-lora-7b-rank-8-209,504,4,178.32574129104614,178.24233293533325,43.0,161790,6059,0,2,24866,1,590,1,2000,3,3,47.95682597758976,0.40557042102902174,0.020268639909917157,0.0,0.006779661016949152,0.03382796194381546,6138.473725131489,1473.9226131434186,17.517607023771145,138.5346566547047,0.04146774991027131,322322.34186574863
4721,dummy-lora-7b-rank-8-988,364,2,178.26804947853088,178.23948669433594,43.0,161792,6061,0,2,24866,1,590,1,2000,4,1,70.02118513201059,0.7498611839773353,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,12883.898064289948,643.0712263436458,15.199130853486537,186.39061885409885,0.057838702454120004,323841.57074727776
4722,dummy-lora-7b-rank-8-115,468,1,179.2780623435974,179.27774143218994,43.0,43233,6062,0,2,24866,1,590,1,2000,1,1,3116.124814264487,69.21134589724392,0.018820879916351646,0.0,0.001694915254237288,0.02221071042482622,1464578.662704309,762.0123345757476,11.88115574895259,157.3245409741814,0.023044783904460697,232729.66144952003
4723,dummy-lora-7b-rank-8-209,448,3,179.3301990032196,179.27399110794067,43.0,161790,6066,0,2,24866,1,590,1,2000,3,2,53.37328475141356,0.5014608747466199,0.01801656880881525,0.0,0.005084745762711864,0.02818606033423898,8077.157092380585,1473.9226131434186,17.517607023771145,138.5346566547047,0.04146774991027131,322322.34186574863
4724,dummy-lora-7b-rank-8-994,133,1,179.27322030067444,179.27273726463318,43.0,161791,6067,0,2,24866,1,590,1,2000,4,1,2070.238894373149,18.09078128166474,0.0053486688651170275,0.0,0.001694915254237288,0.008738499373591604,279482.25074037514,1289.87652656393,39.50226103318917,191.52793116569518,0.038569499167514815,874966.0117666423
4725,dummy-lora-7b-rank-8-972,447,2,179.3008589744568,179.27247500419617,43.0,161788,6068,0,2,24866,1,590,1,2000,4,3,70.4623060705076,0.8721829273029519,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,15889.250018899464,417.0001883942707,20.407977382500277,194.9612647957272,0.055445369135377814,471878.8054435219
4726,dummy-lora-7b-rank-8-942,712,15,180.1937108039856,179.2711741924286,43.0,161733,6069,0,2,24866,1,590,1,2000,4,4,16.259517304883783,0.08615477376152123,0.028633475428295665,0.0,0.025423728813559324,0.07948093305541432,804.3041226815844,854.885012540361,14.17770593523103,173.25798098246256,0.044853634842422975,280328.61686028296
4727,dummy-lora-7b-rank-8-115,501,2,179.298583984375,179.27023434638977,43.0,43233,6070,0,2,24866,1,590,1,2000,1,1,70.54763807008838,0.9498412034314331,0.020147993243786695,0.0,0.003389830508474576,0.02692765426073585,17813.27861269732,762.0123345757476,11.88115574895259,157.3245409741814,0.023044783904460697,232729.66144952003
4728,dummy-lora-7b-rank-8-817,806,5,179.37830233573914,179.26861929893494,43.0,161628,6071,0,2,24866,1,590,1,2000,9,7,45.58590047908461,0.45005035978544083,0.03241373763371672,0.0,0.00847457627118644,0.04936289017608961,7439.618958186608,557.4316215049779,4.215923392827404,168.41830377578736,0.060610485273528455,57800.05400086513
4729,dummy-lora-7b-rank-8-938,750,30,181.21142888069156,179.26629328727722,43.0,161747,6074,0,2,24866,1,590,1,2000,3,3,15.423089321675722,0.06778786128498202,0.030161666532614817,0.0,0.05084745762711865,0.1318565817868521,416.4234116852445,1348.7621473707038,34.16013572118225,173.07237654924393,0.0762595254571442,735210.1700761847
4730,dummy-lora-7b-rank-8-972,409,2,179.29323840141296,179.26489853858948,43.0,161788,6077,0,2,24866,1,590,1,2000,4,2,70.57197180017835,0.8196166407276554,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,14573.11217673683,417.0001883942707,20.407977382500277,194.9612647957272,0.055445369135377814,471878.8054435219
4731,dummy-lora-7b-rank-8-972,364,2,179.29173755645752,179.26294422149658,43.0,161788,6078,0,2,24866,1,590,1,2000,4,1,69.46051934287229,0.7438569795116979,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,12780.7355590885,417.0001883942707,20.407977382500277,194.9612647957272,0.055445369135377814,471878.8054435219
4732,dummy-lora-7b-rank-8-909,698,1,179.2618579864502,179.26162910461426,43.0,161700,6080,0,2,24866,1,590,1,2000,4,3,4369.066666666667,137.45209633011473,0.028070457653020187,0.0,0.001694915254237288,0.031460288161494765,3058346.6666666665,822.8652776622935,17.491185046366883,170.87283637788562,0.04781313788183771,366008.686710084
4733,dummy-lora-7b-rank-8-986,592,5,179.36981058120728,179.25981450080872,43.0,161778,6081,0,2,24866,1,590,1,2000,3,3,45.4561651822775,0.3705292150208645,0.023807608783077295,0.0,0.00847457627118644,0.040756761325450176,5472.92228794621,1681.5915165977517,31.879696090787807,177.6065817475319,0.045060196548447104,651421.5857337686
4734,dummy-lora-7b-rank-8-995,823,1,179.25902199745178,179.25856804847717,43.0,161785,6082,0,2,24866,1,590,1,2000,3,2,2202.890756302521,80.3773873814665,0.033097402075122656,0.0,0.001694915254237288,0.036487232583597234,1817384.87394958,1592.4974225670687,33.33544175257712,183.5094512104988,0.05949448908204398,694772.3425482019
4735,dummy-lora-7b-rank-8-209,365,3,179.31357860565186,179.25809168815613,43.0,161790,6083,0,2,24866,1,590,1,2000,3,1,54.06679872297823,0.4478203216078138,0.014678677712539211,0.0,0.005084745762711864,0.024848169237962937,6686.260775408307,1473.9226131434186,17.517607023771145,138.5346566547047,0.04146774991027131,322322.34186574863
4736,dummy-lora-7b-rank-8-996,218,1,179.25701999664307,179.25675463676453,43.0,161793,6084,0,2,24866,1,590,1,2000,4,1,3768.467205750225,45.81258345272792,0.008766991072146707,0.0,0.001694915254237288,0.012156821580621284,829062.7852650494,770.9434800435162,16.29476173470642,230.61207078349204,0.04485761386535302,338804.98696857295
4737,dummy-lora-7b-rank-8-115,324,1,179.25390791893005,179.25351428985596,43.0,43233,6086,0,2,24866,1,590,1,2000,1,1,2540.4627498485765,41.71356114444769,0.0130298399420896,0.0,0.001694915254237288,0.016419670450564177,828190.8564506359,762.0123345757476,11.88115574895259,157.3245409741814,0.023044783904460697,232729.66144952003
4738,dummy-lora-7b-rank-8-997,253,1,179.25112104415894,179.25061225891113,43.0,161796,6090,0,2,24866,1,590,1,2000,3,2,1965.4657919400188,26.660297399324623,0.010174535510335397,0.0,0.001694915254237288,0.013564366018809974,501193.77694470476,1036.692927826095,26.734554161313966,189.6096139550209,0.08876833565280816,575803.4731547385
4739,dummy-lora-7b-rank-8-998,94,1,179.24932861328125,179.2490689754486,43.0,161797,6092,0,2,24866,1,590,1,2000,3,1,3851.5188246097337,27.615747061766125,0.003780262205421057,0.0,0.001694915254237288,0.007170092713895633,369745.80716253445,2158.215134387575,43.34079860605241,185.44917434453964,0.04467223722985257,897104.8495605867
4740,dummy-lora-7b-rank-8-997,843,1,179.24799013137817,179.2475197315216,43.0,161796,6094,0,2,24866,1,590,1,2000,3,1,2125.8509883426254,79.27626501261864,0.033901713182659055,0.0,0.001694915254237288,0.03729154369113363,1796344.0851495184,1036.692927826095,26.734554161313966,189.6096139550209,0.08876833565280816,575803.4731547385
4741,dummy-lora-7b-rank-8-805,1070,36,181.97574257850647,179.24625253677368,43.0,161612,6095,0,2,24866,1,590,1,2000,4,4,13.189276916044646,0.06047449891170602,0.04303064425319714,0.0,0.061016949152542375,0.1650645425582819,418.39317328119404,592.2546468446742,17.906875191210126,154.18610416518317,0.052580386980832075,395271.7664838147
4742,dummy-lora-7b-rank-8-806,667,1,179.2455804347992,179.2450978755951,43.0,161795,6096,0,2,24866,1,590,1,2000,3,2,2072.284584980237,62.61118985610396,0.026823775436338775,0.0,0.001694915254237288,0.03021360594481335,1386358.3873517786,1810.9808339526003,35.328472673615856,201.8341087784086,0.04861323912551812,714231.0733012926
4743,dummy-lora-7b-rank-8-806,79,1,179.24466037750244,179.2441864013672,43.0,161795,6097,0,2,24866,1,590,1,2000,3,1,2109.810865191147,13.854831276949225,0.0031770288747687606,0.0,0.001694915254237288,0.006566859383243337,170894.6800804829,1810.9808339526003,35.328472673615856,201.8341087784086,0.04861323912551812,714231.0733012926
4744,dummy-lora-7b-rank-8-939,890,7,179.40830898284912,179.2437174320221,43.0,161745,6098,0,2,24866,1,590,1,2000,15,5,42.52952210989546,0.3616264476859049,0.03579184428536958,0.0,0.011864406779661017,0.05952065784469161,5492.383998192214,546.5286078225513,2.8744756055331147,211.02602892655594,0.04184838033030446,26502.037581761848
4745,dummy-lora-7b-rank-8-30,448,3,179.29786801338196,179.2412552833557,43.0,161787,6099,0,2,24866,1,590,1,2000,4,4,52.991615112170514,0.49787495358680267,0.01801656880881525,0.0,0.005084745762711864,0.02818606033423898,8019.397753641804,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
4746,dummy-lora-7b-rank-8-988,368,4,180.1364667415619,180.05360317230225,43.0,161792,6100,0,2,24866,1,590,1,2000,4,4,48.27211808203018,0.3422329820685057,0.01479932437866967,0.0,0.006779661016949152,0.028358646412567974,4537.579099710837,643.0712263436458,15.199130853486537,186.39061885409885,0.057838702454120004,323841.57074727776
4747,dummy-lora-7b-rank-8-977,680,14,181.02589201927185,180.0524206161499,43.0,161773,6101,0,2,24866,1,590,1,2000,3,3,14.381521588720155,0.07684273470692869,0.027346577656237433,0.0,0.023728813559322035,0.0748042047748815,727.2940917724193,1931.200087525361,47.67183260646766,175.95222942034403,0.04023786705782543,1026486.3884915243
4748,dummy-lora-7b-rank-8-999,655,2,180.0798375606537,180.05108642578125,43.0,161794,6102,0,2,24866,1,590,1,2000,4,2,69.56247149455598,1.1519840846532556,0.026341188771816938,0.0,0.003389830508474576,0.03312084978876609,22920.834357456195,1819.4971286645243,35.39198795486972,183.66621506214142,0.03927889922384399,728416.642782989
4749,dummy-lora-7b-rank-8-988,409,2,180.07857847213745,180.04987359046936,43.0,161792,6103,0,2,24866,1,590,1,2000,4,3,69.67455999734213,0.8091941793959442,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,14387.79663945115,643.0712263436458,15.199130853486537,186.39061885409885,0.057838702454120004,323841.57074727776
4750,dummy-lora-7b-rank-8-115,353,2,180.07754063606262,180.04881191253662,43.0,43233,6104,0,2,24866,1,590,1,2000,1,1,69.61673734615799,0.7301317110724529,0.014196091048017372,0.0,0.003389830508474576,0.020975752064966526,12426.587616289202,762.0123345757476,11.88115574895259,157.3245409741814,0.023044783904460697,232729.66144952003
4751,dummy-lora-7b-rank-8-867,1353,1,180.0481314659119,180.047758102417,43.0,161681,6106,0,2,24866,1,590,1,2000,4,3,2678.355044495987,154.81287732365382,0.054411646424837125,0.0,0.001694915254237288,0.0578014769333117,3629171.085292062,498.63399339011096,17.087422435981065,164.5042869091034,0.05424867524102167,382810.51028651797
4752,dummy-lora-7b-rank-8-988,447,2,180.075377702713,180.0469527244568,43.0,161792,6107,0,2,24866,1,590,1,2000,4,2,70.36065188763914,0.8709246511020837,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,15866.327000662624,643.0712263436458,15.199130853486537,186.39061885409885,0.057838702454120004,323841.57074727776
4753,dummy-lora-7b-rank-8-458,1002,1,180.04577469825745,180.04536843299866,43.0,161784,6108,0,2,24866,1,590,1,2000,3,2,2461.4460093896714,107.53027991184975,0.04029598648757339,0.0,0.001694915254237288,0.04368581699604797,2471291.79342723,1278.2626077392588,39.5330269116183,131.42342099547386,0.08419268671312428,874627.9342596359
